product_name,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,origins_en,countries,countries_tags,countries_en,image_url,image_ingredients_url,image_nutrition_url,energy-kcal_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,cocoa_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
Morimoto Sencha Minami Sayaka,Morimoto,morimoto,"Pflanzliche Lebensmittel und Getränke,Getränke,Heißgetränke,Pflanzliche Getränke,Tees,Grüntee,Japanische Grüntees,Senchatees,en:Kagoshima tea,en:Loose tea,en:Whole leaf","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:japanese-green-teas,en:sencha-teas,en:kagoshima-tea,en:loose-tea,en:whole-leaf","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Green teas,Japanese green teas,Sencha teas,Kagoshima-tea,Loose-tea,Whole-leaf","Japan,en:Kagoshima,en:Miyazaki","en:japan,en:kagoshima,en:miyazaki","Japan,Kagoshima,Miyazaki","Deutschland,Japan,Schweden","en:germany,en:japan,en:sweden","Germany,Japan,Sweden",https://images.openfoodfacts.org/images/products/200/000/011/2794/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morimoto Matcha Green Tea Powder Gokujyou,Morimoto Matcha,morimoto-matcha,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, Japanese green teas, Kagoshima Tea, Matcha, Organic matcha, Organic teas","en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,en:green-teas,en:japanese-green-teas,en:kagoshima-tea,en:matcha,en:organic-matcha,en:organic-teas","Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Green teas,Japanese green teas,Kagoshima-tea,Matcha,Organic-matcha,Organic-teas",,,,"Germany,Japan,Sweden","en:germany,en:japan,en:sweden","Germany,Japan,Sweden",https://images.openfoodfacts.org/images/products/200/000/011/2795/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is not Greek White,Willicroft,willicroft,Bean based alternative,en:bean-based-alternative,Bean-based-alternative,,,,"Japan,Nederland,Verenigd Koninkrijk","en:japan,en:netherlands,en:united-kingdom","Japan,Netherlands,United Kingdom",https://images.openfoodfacts.org/images/products/200/000/012/9183/front_en.9.400.jpg,,,292.0,24.8,22.6,,,,,,,14.3,0.2,,,,,,0.2,,,3.0,2.4,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is not Grated Cheese,Willicroft,willicroft,nl:Plantaardige kazen,nl:plantaardige-kazen,nl:plantaardige-kazen,,,,"België,Japan,Nederland,Verenigd Koninkrijk","en:belgium,en:japan,en:netherlands,en:united-kingdom","Belgium,Japan,Netherlands,United Kingdom",https://images.openfoodfacts.org/images/products/200/000/012/9265/front_en.7.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onigiri, Shrimp & Mayonaise",Kitchen,kitchen,"en:Snacks, en:Salty snacks, en:Onigiri","en:snacks,en:salty-snacks,en:onigiri","Snacks,Salty snacks,Onigiri",,,,Japan,en:japan,Japan,,https://images.openfoodfacts.org/images/products/200/420/743/7025/ingredients_ja.4.400.jpg,,226.0,7.3,,,,,,,,39.6,,,,,,,,,,3.9,1.0,,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
だし香る！ロースかつ丼,FamilyMart,familymart,,,,,,,en:Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
焼きとうもろこしょツナけ,FamilyMart,familymart,"en:Meals, en:Pasta dishes","en:meals,en:pasta-dishes","Meals,Pasta dishes",,,,en:Japan,en:japan,Japan,,,,278.0,7.89,,,,,,,,39.9,,,,,,,,,,11.6,2.17,,0.867,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/200/911/620/1118/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/204/152/520/0528/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/204/152/520/0528/ingredients_en.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/204/711/820/0524/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/204/711/820/0524/ingredients_en.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/205/059/120/0172/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/205/059/120/0172/ingredients_en.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ミニ冷し中華,,,en:Meals,en:meals,Meals,,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/209/110/520/0530/front_ja.7.400.jpg,https://images.openfoodfacts.org/images/products/209/110/520/0530/ingredients_ja.8.400.jpg,https://images.openfoodfacts.org/images/products/209/110/520/0530/nutrition_ja.9.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
丸型ピザ５色チーズ,"Kirkland,Costco","kirkland,costco","en:Meals, en:Pizzas pies and quiches, en:Pizzas, en:Cheese pizzas","en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:cheese-pizzas","Meals,Pizzas pies and quiches,Pizzas,Cheese pizzas",,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/210/000/096/5908/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/210/000/096/5908/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/210/000/096/5908/nutrition_en.10.400.jpg,225.0,9.0,,,,,,,,26.2,,,,,,,,,,10.1,1.2,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/214/010/430/3718/front_en.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayonnaise Sriracha,Remia Mayo,remia-mayo,,,,,,,en:Japan,en:japan,Japan,,,,634.0,68.0,5.1,,,,,,,4.3,3.6,,,,,,,,,1.1,1.7,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/230/132/510/1921/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/232/079/300/3803/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/232/489/652/1974/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/232/489/652/1974/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/232/489/652/1974/nutrition_en.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おにぎり 和風シーチキンマヨネーズ,Lawson,lawson,"en:Snacks, en:Salty snacks, en:Onigiri","en:snacks,en:salty-snacks,en:onigiri","Snacks,Salty snacks,Onigiri","South Korea,Japan","en:japan,en:south-korea","Japan,South Korea",Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/232/489/652/7730/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/232/489/652/7730/ingredients_ja.6.400.jpg,https://images.openfoodfacts.org/images/products/232/489/652/7730/nutrition_ja.9.400.jpg,460.0,14.5,,,,,,,,74.2,72.0,,,,,,2.18,,,8.91,2.4,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ざるそば,Secoma,secoma,,,,,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/236/054/405/7235/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/236/054/405/7235/ingredients_ja.7.400.jpg,https://images.openfoodfacts.org/images/products/236/054/405/7235/nutrition_ja.10.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bento,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/245/654/820/6981/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
confit de porc cuit tranche,Pascal massonde,pascal-massonde,"Viandes, Surgelés, Viandes surgelées","en:meats-and-their-products,en:frozen-foods,en:meats,en:frozen-meats","Meats and their products,Frozen foods,Meats,Frozen meats",,,,"France,en:japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/286/946/103/7004/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/286/946/103/7004/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/286/946/103/7004/nutrition_fr.10.400.jpg,174.0,9.2,3.9,,,,,,,0.5,0.5,,,,,,,,,22.3,1.43,,0.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filets de Maquereaux à la Moutarde à l'Ancienne,Petit Navire,petit-navire,"Produits de la mer, Conserves, Poissons, Poissons gras, Poissons en conserve, Filets de poissons, Maquereaux, Filets de maquereaux, Filets de maquereaux à la moutarde, Maquereaux en conserve","en:seafood,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:fish-fillets,en:mackerels,en:mackerel-fillets,en:mackerel-fillets-in-mustard-sauce,en:tinned-mackerels","Seafood,Canned foods,Fishes,Fatty fishes,Canned fishes,Fish fillets,Mackerels,Mackerel fillets,Mackerel fillets in mustard sauce,Tinned Mackerels","fr:Atlantique,fr:Atlantique nord-est,fr:Océan Atlantique","en:atlantic-ocean,en:north-east-atlantic-ocean","Atlantic Ocean,North-East Atlantic Ocean","France,Japan,Switzerland","en:france,en:japan,en:switzerland","France,Japan,Switzerland",https://images.openfoodfacts.org/images/products/301/908/004/0070/front_fr.27.400.jpg,https://images.openfoodfacts.org/images/products/301/908/004/0070/ingredients_fr.20.400.jpg,https://images.openfoodfacts.org/images/products/301/908/004/0070/nutrition_fr.55.400.jpg,214.2857,16.6667,2.9762,,2.0,,,,,1.1905,1.1905,,,,,,,,,1.1905,1.16071425,,0.4642857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/302/336/780/5801/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moutarde Fins Gourmets,Maille,maille,"Condiments, Sauces, Moutardes, Moutardes fines, en:Groceries, Spécialité Moutarde","en:condiments,en:sauces,en:mustards,en:fine-mustards,en:groceries,fr:specialite-moutarde","Condiments,Sauces,Mustards,Fine mustards,Groceries,fr:specialite-moutarde",,,,"Belgium,France,Japan,Luxembourg,Peru,Switzerland","en:belgium,en:france,en:japan,en:luxembourg,en:peru,en:switzerland","Belgium,France,Japan,Luxembourg,Peru,Switzerland",https://images.openfoodfacts.org/images/products/303/681/020/7923/front_fr.100.400.jpg,https://images.openfoodfacts.org/images/products/303/681/020/7923/ingredients_fr.26.400.jpg,https://images.openfoodfacts.org/images/products/303/681/020/7923/nutrition_fr.25.400.jpg,354.0,35.0,2.5,,,,,,,3.3,1.7,,,,,,2.9,,,5.0,4.0,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natural mineral water,Evian,evian,,,,,,,"France, Japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/306/832/011/6266/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/306/832/011/6266/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/306/832/011/6266/nutrition_en.15.400.jpg,0.0,0.1,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camembert,"Ile de France,Savencia","ile-de-france,savencia","en:Dairies, 発酵食品, en:Fermented milk products, チーズ, en:Cow cheeses, en:Soft cheeses with bloomy rind, カマンベールチーズ, en:French cheeses","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts,en:french-cheeses","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,French cheeses",,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/316/171/100/0240/front_ja.3.400.jpg,https://images.openfoodfacts.org/images/products/316/171/100/0240/ingredients_ja.7.400.jpg,https://images.openfoodfacts.org/images/products/316/171/100/0240/nutrition_ja.8.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camembert,"Gérard,Gérard France,Savencia","gerard,gerard-france,savencia","en:Dairies, 発酵食品, en:Fermented milk products, チーズ, en:Cow cheeses, en:Soft cheeses with bloomy rind, カマンベールチーズ","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,Camemberts",,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/316/171/700/0510/front_ja.14.400.jpg,https://images.openfoodfacts.org/images/products/316/171/700/0510/ingredients_ja.15.400.jpg,https://images.openfoodfacts.org/images/products/316/171/700/0510/nutrition_ja.16.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filets de Sardines à la Tomate et ses petits légumes,Saupiquet,saupiquet,"Seafood,Canned foods,Fishes,Fatty fishes,Canned fishes,Sardines,Canned sardines,Sardines in tomato sauce,Sardines without oil,fr:Filets-de-sardines-a-la-tomate","en:seafood,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:sardines,en:canned-sardines,en:sardines-in-tomato-sauce,en:sardines-without-oil,fr:filets-de-sardines-a-la-tomate","Seafood,Canned foods,Fishes,Fatty fishes,Canned fishes,Sardines,Canned sardines,Sardines in tomato sauce,Sardines without oil,fr:filets-de-sardines-a-la-tomate",,,,"France,Japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/316/595/832/2011/front_fr.25.400.jpg,https://images.openfoodfacts.org/images/products/316/595/832/2011/ingredients_fr.8.400.jpg,https://images.openfoodfacts.org/images/products/316/595/832/2011/nutrition_fr.30.400.jpg,132.0,9.0,,,,,,,,2.5,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAASDAM 8 tranches environ,Casino,casino,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte pressée non cuite, Fromages des Pays-Bas, Fromages pasteurisés, Fromages en tranches, Maasdam","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:uncooked-pressed-cheeses,en:cheeses-of-the-netherlands,en:pasteurized-cheeses,en:sliced-cheeses,en:maasdam","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Uncooked pressed cheeses,Cheeses of the Netherlands,Pasteurized cheeses,Sliced cheeses,Maasdam",,,,"France,Japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/322/247/654/7255/front_fr.46.400.jpg,https://images.openfoodfacts.org/images/products/322/247/654/7255/ingredients_fr.48.400.jpg,https://images.openfoodfacts.org/images/products/322/247/654/7255/nutrition_fr.33.400.jpg,347.0,27.0,19.0,,,,,,,0.0,0.0,,,,,,0.0,,,25.0,1.2,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bjorg fourrés chocolat au lait,Bjorg,bjorg,"Imbiss,Süßer Snack,Kekse und Kuchen,Kekse,Schokoladenkekse,Gefüllte Kekse,Kekse mit Milchschokolade","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:filled-biscuits,en:milk-chocolate-biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits,Filled biscuits,Milk chocolate biscuits",Frankreich,en:france,France,"Frankreich,Japan,Schweiz","en:france,en:japan,en:switzerland","France,Japan,Switzerland",https://images.openfoodfacts.org/images/products/322/982/018/1950/front_fr.90.400.jpg,https://images.openfoodfacts.org/images/products/322/982/018/1950/ingredients_fr.96.400.jpg,https://images.openfoodfacts.org/images/products/322/982/018/1950/nutrition_fr.92.400.jpg,485.0,20.0,7.2,,,,,,,67.0,30.0,,,,,,3.7,,,7.5,0.52,,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmental Français Râpé (28 % MG),LEADER PRICE,leader-price,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Frais, Fromages à pâte pressée cuite, Fromages de vache, Emmentals, Fromages de France, Emmentals français, Fromages pasteurisés, Fromages râpés, Emmentals râpés, Fromages industriels","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:fresh-foods,en:cooked-pressed-cheeses,en:emmentaler,en:french-cheeses,en:french-emmentaler,en:pasteurized-cheeses,en:grated-cheese,en:grated-emmentaler,en:industrial-cheese","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Fresh foods,Cooked pressed cheeses,Emmentaler,French cheeses,French emmentaler,Pasteurized cheeses,Grated cheese,Grated emmentaler,Industrial cheese",France,en:france,France,"France, en:japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/326/385/935/2912/front_fr.6.400.jpg,https://images.openfoodfacts.org/images/products/326/385/935/2912/ingredients_en.26.400.jpg,https://images.openfoodfacts.org/images/products/326/385/935/2912/nutrition_en.28.400.jpg,360.0,28.0,20.0,,,,,,,0.0,0.0,,,,,,0.0,,,27.0,0.9,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minzen Sirup | Sirop de menthe verte,La maison guiot,la-maison-guiot,"Boissons, Sirops, Sirops aromatisés, Sirops de menthe, Boissons avec sucre ajouté","en:beverages,en:syrups,en:flavoured-syrups,en:mint-syrups,en:sweetened-beverages","Beverages,Syrups,Flavoured syrups,Mint syrups,Sweetened beverages",,,,"Frankreich, Japan, Germany","en:france,en:germany,en:japan","France,Germany,Japan",https://images.openfoodfacts.org/images/products/326/526/607/5026/front_fr.33.400.jpg,https://images.openfoodfacts.org/images/products/326/526/607/5026/ingredients_fr.19.400.jpg,https://images.openfoodfacts.org/images/products/326/526/607/5026/nutrition_fr.35.400.jpg,310.0,0.0,0.0,,,,,,,76.9,76.9,,,,,,,,,0.0,0.03,,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Picard,picard,,,,,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/327/016/200/1246/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/327/016/200/1246/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/327/016/200/1246/nutrition_en.7.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 escargots de Bourgogne,Picard,picard,"Meats, Snails, Snails from Burgundy","en:meats-and-their-products,en:meats,en:snails,en:snails-from-burgundy","Meats and their products,Meats,Snails,Snails from Burgundy",,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/327/016/200/1420/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/327/016/200/1420/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/327/016/200/1420/nutrition_en.13.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cidre artisanal,La bouche en cœur,la-bouche-en-coeur,"Beverages, Alcoholic beverages, Artisan products, Ciders, Artisanal spirits, Artisanal ciders","en:beverages,en:alcoholic-beverages,en:artisan-products,en:ciders,en:artisanal-spirits,en:artisanal-ciders","Beverages,Alcoholic beverages,Artisan products,Ciders,Artisanal spirits,Artisanal ciders",,,,en:Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/327/147/075/9362/front_en.11.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Champignons de Paris émincés,Bonduelle,bonduelle,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Aliments à base de fruits et de légumes, Aliments à base de plantes en conserve, Légumes et dérivés, Frais, Champignons et produits dérivés, Aliments à base de plantes frais, Champignons, Champignons en conserve, Champignons de Paris, Champignons de Paris en conserve, Champignons de Paris émincés","en:plant-based-foods-and-beverages,en:plant-based-foods,en:canned-foods,en:fruits-and-vegetables-based-foods,en:canned-plant-based-foods,en:vegetables-based-foods,en:fresh-foods,en:mushrooms-and-their-products,en:fresh-plant-based-foods,en:mushrooms,en:canned-mushrooms,en:champignon-mushrooms,en:canned-champignon-mushrooms,en:sliced-champignon-mushrooms","Plant-based foods and beverages,Plant-based foods,Canned foods,Fruits and vegetables based foods,Canned plant-based foods,Vegetables based foods,Fresh foods,Mushrooms and their products,Fresh plant-based foods,Mushrooms,Canned mushrooms,Champignon mushrooms,Canned champignon mushrooms,Sliced champignon mushrooms",,,,"France,Japan,Switzerland","en:france,en:japan,en:switzerland","France,Japan,Switzerland",https://images.openfoodfacts.org/images/products/333/316/001/8507/front_fr.29.400.jpg,https://images.openfoodfacts.org/images/products/333/316/001/8507/ingredients_fr.25.400.jpg,https://images.openfoodfacts.org/images/products/333/316/001/8507/nutrition_fr.21.400.jpg,19.0,0.4,0.1,,,,,,,0.9,0.3,,,,,,,,,2.2,0.58,,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camembert de caractère,"Royal Faucon,SE Chavegrand,Chavegrand","royal-faucon,se-chavegrand,chavegrand","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Fromages pasteurisés, en:pasteurized-camembert","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:camemberts,en:cow-camemberts,en:pasteurized-cheeses,en:camemberts-from-pasteurized-cow-milk","Dairies,Fermented foods,Fermented milk products,Cheeses,Cow cheeses,Soft cheeses with bloomy rind,Camemberts,Cow camemberts,Pasteurized cheeses,Camemberts from pasteurized cow milk",France,en:france,France,"France,Japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/336/550/000/0620/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/336/550/000/0620/ingredients_fr.15.400.jpg,https://images.openfoodfacts.org/images/products/336/550/000/0620/nutrition_fr.5.400.jpg,252.0,20.0,13.0,,,,,,,0.1,0.1,,,,,,,,,18.0,1.4,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dolo,dolo,"en:Canned foods, en:Meats, en:Canned meats","en:canned-foods,en:meats-and-their-products,en:meats,en:canned-meats","Canned foods,Meats and their products,Meats,Canned meats",,,,Japan,en:japan,Japan,https://images.openfoodfacts.org/images/products/337/967/001/4257/front_ja.7.400.jpg,https://images.openfoodfacts.org/images/products/337/967/001/4257/ingredients_ja.8.400.jpg,https://images.openfoodfacts.org/images/products/337/967/001/4257/nutrition_ja.9.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Korokke croquettes végétariennes à la japonaise,,,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Préparations à base de pommes de terre","en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:potato-preparations","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Potato preparations",,,,"Frankreich,en:japan","en:france,en:japan","France,Japan",https://images.openfoodfacts.org/images/products/338/603/000/2700/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/338/603/000/2700/ingredients_fr.7.400.jpg,,188.0,9.9,1.1,,,,,,,19.0,0.5,,,,,,,,,4.3,1.0,,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
