product_name,brands,brands_tags,categories,categories_tags,categories_en,origins,origins_tags,origins_en,countries,countries_tags,countries_en,image_url,image_ingredients_url,image_nutrition_url,energy-kcal_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,omega-9-fat_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,vitamin-b12_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,cocoa_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g
Nitroglycerin,,,,,,,,,en:Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/00000111/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To be deleted,,,en:To be deleted,en:to-be-deleted,To-be-deleted,,,,Thailand,en:thailand,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheese twist,"Marks & Spencer,มาร์คแอนด์สเปนเซอร์","marks-spencer,มาร์คแอนด์สเปนเซอร์","Snacks, Snacks salés, Snacks sucrés, Amuse-gueules, Biscuits et gâteaux, Biscuits, Biscuits apéritifs, Biscuits feuilletés","en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits,en:crackers,en:flaky-biscuits","Snacks,Salty snacks,Sweet snacks,Appetizers,Biscuits and cakes,Biscuits,Crackers,Flaky biscuits",,,,"France,Thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00099233/front_fr.9.400.jpg,https://images.openfoodfacts.org/images/products/00099233/ingredients_fr.26.400.jpg,https://images.openfoodfacts.org/images/products/00099233/nutrition_fr.24.400.jpg,515.0,28.7,18.5,,,,,,,50.5,2.6,,,,,,3.3,,,12.1,1.825,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepperidge farm cookies,Pepperridge farm,pepperridge-farm,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Chocolate biscuits",,,,"en:france,en:united-kingdom,en:united-states,th:ประเทศไทย (Thai)","en:france,en:thailand,en:united-kingdom,en:united-states","France,Thailand,United Kingdom,United States",https://images.openfoodfacts.org/images/products/001/410/008/2033/front_en.15.400.jpg,,,419.0,16.13,9.68,,,,,0.0,0.032,67.74,38.71,,,,,,3.2,,,3.23,0.765,,0.306,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.00348,,,,,,,,,,,,,
"Asian home gourmet, spice paste for indian butter chicken, mild",Asian Home Gourmet,asian-home-gourmet,"Condiments, Groceries","en:condiments,en:groceries","Condiments,Groceries",,,,"Australia, New Zealand, Singapore, Thailand, United States","en:australia,en:new-zealand,en:singapore,en:thailand,en:united-states","Australia,New Zealand,Singapore,Thailand,United States",https://images.openfoodfacts.org/images/products/001/520/572/0301/front_en.3.400.jpg,,,231.0,15.38,0.0,,,,,0.0,0.0,7.69,7.69,,,,,,7.7,,,7.69,8.27,,3.308,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
Crunchy Granola Bars,Nature valley,nature-valley,ขนม-ของว่าง,en:snacks,Snacks,,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/001/600/026/4502/front_th.12.400.jpg,https://images.openfoodfacts.org/images/products/001/600/026/4502/ingredients_th.14.400.jpg,https://images.openfoodfacts.org/images/products/001/600/026/4502/nutrition_th.15.400.jpg,905.0,33.3,4.76,,,,,,0.0,138.0,52.4,,,,,,9.52,,,14.3,2.14,,0.857,,,,,,,,,,,,,,,,,,,0.00343,,,,,,,,,,,,,
,Nature Valley,nature-valley,150,en:150,150,,,,"Thailand,United States","en:thailand,en:united-states","Thailand,United States",https://images.openfoodfacts.org/images/products/001/600/043/9801/front_en.41.400.jpg,https://images.openfoodfacts.org/images/products/001/600/043/9801/ingredients_en.37.400.jpg,,429.0,12.86,1.43,,,,,,,71.43,22.86,,,,,,5.71,,,8.57,0.46,,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nature Valley Crunchy Oats 'n Dark Chocolate Granola Bar,"Nature Valley,General Mills","nature-valley,general-mills","Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Sweet snacks, Cereals and their products, Bars, Cereal bars, Barra-de-granola, es:Barra-de-granola-con-chocolate-oscuro","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:sweet-snacks,en:cereals-and-their-products,en:bars,en:cereal-bars,en:barra-de-granola,es:barra-de-granola-con-chocolate-oscuro","Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Sweet snacks,Cereals and their products,Bars,Cereal bars,Barra-de-granola,es:barra-de-granola-con-chocolate-oscuro",,,,"Francia,México, United States, en:thailand","en:mexico,en:thailand,en:united-states,en:francia","Mexico,Thailand,United States,Francia",https://images.openfoodfacts.org/images/products/001/600/050/7258/front_en.37.400.jpg,https://images.openfoodfacts.org/images/products/001/600/050/7258/ingredients_en.35.400.jpg,https://images.openfoodfacts.org/images/products/001/600/050/7258/nutrition_en.30.400.jpg,190.0,19.05,3.57,,,,,0.0,0.0,69.05,28.57,,,,,,4.8,,,7.14,0.8925,,0.357,,0.0,,,,,0.0,,,,,,,,,,0.0,,0.00171,,,,,,,,,,,,,
Iced Party Rings,,,,,,,,,"France,Thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00166782/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/00166782/ingredients_fr.7.400.jpg,https://images.openfoodfacts.org/images/products/00166782/nutrition_fr.10.400.jpg,438.0,11.7,5.5,,,,,,,77.6,46.4,,,,,,,,,4.7,0.48,,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden crunchy creams,Marks & Spencer,marks-spencer,,,,,,,"ประเทศฝรั่งเศส,ประเทศไทย (Thai)","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00166843/front_fr.4.400.jpg,https://images.openfoodfacts.org/images/products/00166843/ingredients_fr.7.400.jpg,,491.0,22.1,12.5,,,,,,,67.5,39.8,,,,,,,,,4.7,0.48,,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guacamole Dip,Casa Fiesta,casa-fiesta,"Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Sauces, Dips, Guacamoles, Groceries","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:sauces,en:dips,en:guacamoles,en:groceries","Plant-based foods and beverages,Plant-based foods,Condiments,Spreads,Plant-based spreads,Sauces,Dips,Guacamoles,Groceries",,,,Thailand,en:thailand,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coconut oil,Gourmazia,gourmazia,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Fruit and fruit seed oils, Coconut oils, Virgin coconut oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:coconut-oils,en:virgin-coconut-oils","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Fruit and fruit seed oils,Coconut oils,Virgin coconut oils",Sri lanka,en:sri-lanka,Sri Lanka,en:Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/020/111/5273/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/002/020/111/5273/ingredients_en.5.400.jpg,,933.0,100.0,93.3,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexican Style Four Cheesr,Kraft,kraft,"Dairies, Fermented foods, Fermented milk products, Cheeses, Mexican cheeses","en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:mexican-cheeses","Dairies,Fermented foods,Fermented milk products,Cheeses,Mexican cheeses",,,,"United States,Thailand","en:thailand,en:united-states","Thailand,United States",https://images.openfoodfacts.org/images/products/002/100/005/4961/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/002/100/005/4961/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/002/100/005/4961/nutrition_en.21.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real mayo [Only one image],Kraft,kraft,"en:Condiments, กลุ่มผลิตภัณฑ์ไส้กรอก, en:Mayonnaises, en:groceries","en:condiments,en:sauces,en:mayonnaises,en:groceries","Condiments,Sauces,Mayonnaises,Groceries",,,,ประเทศไทย (Thai),en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/100/064/0041/front_th.4.400.jpg,https://images.openfoodfacts.org/images/products/002/100/064/0041/ingredients_en.8.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all butter Scottish shortbread biscuits with toffee pieces,"mark & spencer,มาร์คแอนด์สเปนเซอร์","mark-spencer,มาร์คแอนด์สเปนเซอร์","Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes","Snacks,Sweet snacks,Biscuits and cakes,Cakes",,,,"ประเทศฝรั่งเศส,ประเทศไทย (Thai)","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00218894/front_fr.28.400.jpg,https://images.openfoodfacts.org/images/products/00218894/ingredients_fr.29.400.jpg,https://images.openfoodfacts.org/images/products/00218894/nutrition_fr.20.400.jpg,515.0,26.9,17.1,,,,,,,61.9,20.1,,,,,,1.2,,,5.7,0.63,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 percent reduced fat milk,California Sunshine,california-sunshine,"ผลิตภัณฑ์จากนม, กลุ่มผลิตภัณฑ์นม, en:Homogenized milks, en:UHT Milks, en:Cow milks","en:dairies,en:milks,en:homogenized-milks,en:uht-milks,en:cow-milks","Dairies,Milks,Homogenized milks,UHT Milks,Cow milks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/507/300/9873/front_th.19.400.jpg,https://images.openfoodfacts.org/images/products/002/507/300/9873/ingredients_th.14.400.jpg,https://images.openfoodfacts.org/images/products/002/507/300/9873/nutrition_th.21.400.jpg,50.0,2.0833333333333,1.25,,,,,,0.02,5.0,5.0,,,,,,0.0,,,3.3333333333333,0.11979166666667,,0.047916666666668,,0.00015,,1e-05,,,0.0,,,,,,,,0.37,,0.3,,0.0,,,,,,,,,,,,,
ผลิตภัณฑ์นมพาสเจอไรซ์ - 946 ml,California sunshine,california-sunshine,"ผลิตภัณฑ์จากนม, กลุ่มผลิตภัณฑ์นม","en:dairies,en:milks","Dairies,Milks",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/507/300/9910/front_th.8.400.jpg,https://images.openfoodfacts.org/images/products/002/507/300/9910/ingredients_th.9.400.jpg,https://images.openfoodfacts.org/images/products/002/507/300/9910/nutrition_th.10.400.jpg,65.0,3.5,2.25,,,,,,0.0125,5.0,5.0,,,,,,0.0,,,3.5,0.0938,,0.0375,,3e-05,,6e-06,,,,1.0,0.000128,,,,,,,,0.15,,0.0,,,,,,,,,,,,,
2% Reduced Fat Milk Ultra-Pasteurized,California sunshine,california-sunshine,"ผลิตภัณฑ์จากนม, กลุ่มผลิตภัณฑ์นม, en:Reduce fat milk","en:dairies,en:milks,en:reduce-fat-milk","Dairies,Milks,Reduce-fat-milk",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/507/301/0015/front_th.14.400.jpg,https://images.openfoodfacts.org/images/products/002/507/301/0015/ingredients_th.9.400.jpg,https://images.openfoodfacts.org/images/products/002/507/301/0015/nutrition_th.16.400.jpg,50.0,2.0833333333333,1.25,,,,,,0.015,5.0,5.0,,,,,,0.0,,,3.3333333333333,0.11979166666667,,0.047916666666668,,0.00015,,1.6e-05,,,,4.0,0.00017,,,,,,,,0.3,,,,,,,,,,,,,,,
Glucosamine Chondroitine MSM,Puritan's Pride,puritan-s-pride,Dietary supplements,en:dietary-supplements,Dietary supplements,,,,en:Thailand,en:thailand,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ซอสสำหรับราดสปาเก็ตตี้ - 751 g,Hunt's,hunt-s,"en:Condiments, กลุ่มผลิตภัณฑ์ไส้กรอก, en:Tomato sauces, en:Tomato sauces with basil, en:Groceries","en:condiments,en:sauces,en:tomato-sauces,en:tomato-sauces-with-basil,en:groceries","Condiments,Sauces,Tomato sauces,Tomato sauces with basil,Groceries",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/002/700/042/2380/front_th.8.400.jpg,https://images.openfoodfacts.org/images/products/002/700/042/2380/ingredients_th.10.400.jpg,https://images.openfoodfacts.org/images/products/002/700/042/2380/nutrition_th.5.400.jpg,39.7,0.794,0.0,,,,,,,7.94,5.56,,,,,,1.59,,,1.59,1.15,,0.46,,9.52e-05,,,,,0.00714,,,,,,,,,,0.0159,,0.00143,,,,,,,,,,,,,
"Dark Chocolate, Lemon & Lime Jaffa Cakes","Marks & Spencer,มาร์คแอนด์สเปนเซอร์","marks-spencer,มาร์คแอนด์สเปนเซอร์","Snacks, Sweet snacks, Biscuits and cakes, Cakes, Jaffa cakes","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:cakes,en:jaffa-cakes","Snacks,Sweet snacks,Biscuits and cakes,Cakes,Jaffa cakes",,,,"France,Thailand,United Kingdom","en:france,en:thailand,en:united-kingdom","France,Thailand,United Kingdom",https://images.openfoodfacts.org/images/products/00379724/front_en.35.400.jpg,https://images.openfoodfacts.org/images/products/00379724/ingredients_en.36.400.jpg,https://images.openfoodfacts.org/images/products/00379724/nutrition_en.37.400.jpg,404.0,12.6,6.6,,,,,,,67.1,46.9,,,,,,4.4,,,3.3,0.13,,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almond Biscuits,Marks & Spencer,marks-spencer,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:dry-biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits",,,,"France,United Kingdom,Thailand","en:france,en:thailand,en:united-kingdom","France,Thailand,United Kingdom",https://images.openfoodfacts.org/images/products/00379953/front_fr.26.400.jpg,https://images.openfoodfacts.org/images/products/00379953/ingredients_fr.11.400.jpg,,512.0,26.4,10.9,,,,,,,60.5,19.8,,,,,,2.3,,,6.9,0.4,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All butter Belgian chocolate chunk & hazelnut cookies,Marks & Spencer,marks-spencer,,,,,,,"ประเทศฝรั่งเศส,en:thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00393805/front_fr.14.400.jpg,,https://images.openfoodfacts.org/images/products/00393805/nutrition_fr.11.400.jpg,527.0,30.6,12.7,,,,,,,54.1,28.7,,,,,,,,,7.4,0.63,,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cookies stem ginger,"Marks & Spencer,Marks And Spencer","marks-spencer,marks-and-spencer","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","Snacks,Sweet snacks,Biscuits and cakes,Biscuits",,,,"ประเทศฝรั่งเศส,ประเทศไทย (Thai)","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00394697/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/00394697/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/00394697/nutrition_fr.24.400.jpg,473.0,20.8,13.7,,,,,,,63.6,31.8,,,,,,3.3,,,6.1,0.58,,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,en:Thailand,en:thailand,Thailand,,https://images.openfoodfacts.org/images/products/004/138/800/9711/ingredients_th.5.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertolli,"เบอร์ทอลลี,Bertolli","เบอร์ทอลลี,bertolli","en:Plant-based foods and beverages, ผลิตภัณฑ์จากพืชทั้งหมด, ไขมัน, ผลิตภัณฑ์จากผักและผลไม้, ไขมันจากพืช, ผลิตภัณฑ์จากพืช, en:Olive tree products, น้ำมันพืช, น้ำมันมะกอก","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:fruits-and-vegetables-based-foods,en:vegetable-fats,en:vegetables-based-foods,en:olive-tree-products,en:vegetable-oils,en:olive-oils","Plant-based foods and beverages,Plant-based foods,Fats,Fruits and vegetables based foods,Vegetable fats,Vegetables based foods,Olive tree products,Vegetable oils,Olive oils",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/004/179/000/1501/front_th.4.400.jpg,https://images.openfoodfacts.org/images/products/004/179/000/1501/ingredients_th.9.400.jpg,https://images.openfoodfacts.org/images/products/004/179/000/1501/nutrition_th.10.400.jpg,800.0,93.3,13.3,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheddar Cheese Crispies,Marks & Spencer,marks-spencer,"Snacks, Snacks salés, Amuse-gueules, Biscuits apéritifs","en:snacks,en:salty-snacks,en:appetizers,en:crackers","Snacks,Salty snacks,Appetizers,Crackers",,,,"France,Thailand","en:france,en:thailand","France,Thailand",https://images.openfoodfacts.org/images/products/00452991/front_fr.8.400.jpg,,,550.0,36.0,22.0,,,,,,,40.9,0.9,,,,,,2.4,,,14.5,2.25,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APETINA,ARLA,arla,,,,Denmark,en:denmark,Denmark,en:Thailand,en:thailand,Thailand,,https://images.openfoodfacts.org/images/products/00466189/ingredients_en.7.400.jpg,,162.0,16.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-Arginine,Natrol,natrol,,,,,,,en:Thailand,en:thailand,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paprika [only one image],Durkee,durkee,,,,,,,ประเทศไทย (Thai),en:thailand,Thailand,https://images.openfoodfacts.org/images/products/004/760/054/6200/front_en.3.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prego sauces tomato & mushroom,,,"Condiments, Sauces, Groceries","en:condiments,en:sauces,en:groceries","Condiments,Sauces,Groceries",,,,"Thailand,Hongkong, United States","en:hong-kong,en:thailand,en:united-states","Hong Kong,Thailand,United States",https://images.openfoodfacts.org/images/products/005/100/002/7955/front_en.13.400.jpg,https://images.openfoodfacts.org/images/products/005/100/002/7955/ingredients_en.14.400.jpg,,58.0,1.25,0.0,,,,,0.0,0.0,10.0,7.5,,,,,,1.7,,,1.67,1.0,,0.4,,,,,,,,,,,,,,,0.233,,0.017,,0.0006,,,,,,,,,,,,,
Campbell's soup chicken broccoli & cheese,เคมเบลล์ชังกีเบค,เคมเบลล์ชังกีเบค,"Meals, Meat-based-products, Meals with meat, Soups, Poultry meals, Meals with chicken, ผลิตภัณฑ์จากสัตว์ปีก, อาหารพร้อมกิน","en:meats-and-their-products,en:meals,en:meals-with-meat,en:soups,en:poultry-meals,en:meals-with-chicken,en:ผลิตภัณฑ์จากสัตว์ปีก,en:อาหารพร้อมกิน","Meats and their products,Meals,Meals with meat,Soups,Poultry meals,Meals with chicken,ผลิตภัณฑ์จากสัตว์ปีก,อาหารพร้อมกิน",,,,"Thailand,United States","en:thailand,en:united-states","Thailand,United States",https://images.openfoodfacts.org/images/products/005/100/006/9597/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/005/100/006/9597/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/005/100/006/9597/nutrition_en.18.400.jpg,79.0,4.58,1.04,,,,,0.0,0.01,6.25,0.42,,,,,,0.8,,,3.33,0.9275,,0.371,,,,,,,,,,,,,,,0.092,,0.021,,0.00042,,,,,,,,,,,,,
Chunky baked potato with cheddar bacon bits soup,"เคมเบลล์ชังกีเบค, Campbell's","เคมเบลล์ชังกีเบค,campbell-s","Meals, Meat-based-products, Meals with meat, Soups, Poultry meals, Meals with chicken, ผลิตภัณฑ์จากสัตว์ปีก, อาหารพร้อมกิน","en:meats-and-their-products,en:meals,en:meals-with-meat,en:soups,en:poultry-meals,en:meals-with-chicken,en:ผลิตภัณฑ์จากสัตว์ปีก,en:อาหารพร้อมกิน","Meats and their products,Meals,Meals with meat,Soups,Poultry meals,Meals with chicken,ผลิตภัณฑ์จากสัตว์ปีก,อาหารพร้อมกิน",,,,"Thailand, United States, Germany","en:germany,en:thailand,en:united-states","Germany,Thailand,United States",https://images.openfoodfacts.org/images/products/005/100/012/8041/front_en.27.400.jpg,https://images.openfoodfacts.org/images/products/005/100/012/8041/ingredients_en.18.400.jpg,https://images.openfoodfacts.org/images/products/005/100/012/8041/nutrition_en.19.400.jpg,75.0,3.75,0.83,,,,,0.0,0.004,8.75,1.25,,,,,,1.67,,,1.67,0.8361,,0.33444,,,,,,,,,,,,,,,0.158,,0.021,,0.00042,,,,,,,,,,,,,
Cherry preserves,สมัคเกอร์ส,สมัคเกอร์ส,"en:Plant-based foods and beverages, ผลิตภัณฑ์จากพืชทั้งหมด, ขนม-ของว่าง, อาหารเช้า, อาหารกระป๋อง, en:Desserts, ผลิตภัณฑ์จากผักและผลไม้, en:Spreads, en:Sweet snacks, en:Canned plant-based foods, en:Fruits based foods, en:Plant-based spreads, en:Sweet spreads, ผลิตภัณฑ์จากพืช, ผลไม้แปรรูป, en:Canned fruits, en:Fruits in syrup, en:Cherries in syrup","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:breakfasts,en:canned-foods,en:desserts,en:fruits-and-vegetables-based-foods,en:spreads,en:sweet-snacks,en:canned-plant-based-foods,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:vegetables-based-foods,en:fruit-and-vegetable-preserves,en:canned-fruits,en:fruits-in-syrup,en:cherries-in-syrup","Plant-based foods and beverages,Plant-based foods,Snacks,Breakfasts,Canned foods,Desserts,Fruits and vegetables based foods,Spreads,Sweet snacks,Canned plant-based foods,Fruits based foods,Plant-based spreads,Sweet spreads,Vegetables based foods,Fruit and vegetable preserves,Canned fruits,Fruits in syrup,Cherries in syrup",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/005/150/000/0816/front_th.17.400.jpg,https://images.openfoodfacts.org/images/products/005/150/000/0816/ingredients_th.6.400.jpg,https://images.openfoodfacts.org/images/products/005/150/000/0816/nutrition_th.19.400.jpg,250.0,0.0,0.0,,,,,,,65.0,60.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preserves,สมัคเกอร์ส,สมัคเกอร์ส,"en:Plant-based foods and beverages, ผลิตภัณฑ์จากพืชทั้งหมด, ขนม-ของว่าง, อาหารกระป๋อง, en:Desserts, ผลิตภัณฑ์จากผักและผลไม้, en:Sweet snacks, en:Canned plant-based foods, en:Fruits based foods, ผลิตภัณฑ์จากพืช, en:Canned fruits, en:Fruits in syrup, en:Peaches in syrup","en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:canned-foods,en:desserts,en:fruits-and-vegetables-based-foods,en:sweet-snacks,en:canned-plant-based-foods,en:fruits-based-foods,en:vegetables-based-foods,en:canned-fruits,en:fruits-in-syrup,en:peaches-in-syrup","Plant-based foods and beverages,Plant-based foods,Snacks,Canned foods,Desserts,Fruits and vegetables based foods,Sweet snacks,Canned plant-based foods,Fruits based foods,Vegetables based foods,Canned fruits,Fruits in syrup,Peaches in syrup",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/005/150/000/0861/front_th.18.400.jpg,https://images.openfoodfacts.org/images/products/005/150/000/0861/ingredients_th.6.400.jpg,https://images.openfoodfacts.org/images/products/005/150/000/0861/nutrition_th.20.400.jpg,14.705882352941,0.0,0.0,,,,,,,3.8235294117647,3.5294117647059,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
แยมราสเบอรี่,"สมัคเกอร์ส,Smucker's","สมัคเกอร์ส,smucker-s","en:Plant-based foods and beverages, ผลิตภัณฑ์จากพืชทั้งหมด, อาหารเช้า, ผลิตภัณฑ์จากผักและผลไม้, en:Spreads, en:Fruits based foods, en:Plant-based spreads, en:Sweet spreads, ผลิตภัณฑ์จากพืช, ผลไม้แปรรูป, แยม, en:Berry jams, en:Raspberry jams, en:Framboises au sirop","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:fruits-and-vegetables-based-foods,en:spreads,en:fruits-based-foods,en:plant-based-spreads,en:sweet-spreads,en:vegetables-based-foods,en:fruit-and-vegetable-preserves,en:jams,en:berry-jams,en:raspberry-jams,en:framboises-au-sirop","Plant-based foods and beverages,Plant-based foods,Breakfasts,Fruits and vegetables based foods,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Vegetables based foods,Fruit and vegetable preserves,Jams,Berry jams,Raspberry jams,Framboises-au-sirop",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/005/150/005/1115/front_th.10.400.jpg,https://images.openfoodfacts.org/images/products/005/150/005/1115/ingredients_th.6.400.jpg,https://images.openfoodfacts.org/images/products/005/150/005/1115/nutrition_th.14.400.jpg,250.0,0.0,0.0,,,,,,,65.0,60.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Peanut Butter,Jif,jif,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Spreads, Plant-based spreads, Oilseed purees, Legume butters, Peanut butters","en:plant-based-foods-and-beverages,en:plant-based-foods,en:legumes-and-their-products,en:spreads,en:plant-based-spreads,en:oilseed-purees,en:legume-butters,en:peanut-butters","Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Plant-based spreads,Oilseed purees,Legume butters,Peanut butters",,,,Thailand,en:thailand,Thailand,https://images.openfoodfacts.org/images/products/005/150/024/1288/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/005/150/024/1288/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/005/150/024/1288/nutrition_en.7.400.jpg,576.0,48.5,10.6,,,,,,,24.2,9.09,,,,,,6.06,,,21.2,0.417,,0.167,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
